tablet_serial,storybook_id,start_time,end_time
5A22000792,1377,1521060208,1521060307
5A22000792,1378,1521060314,1521060516
5A22000792,4263,1521061119,1521061419
5A22000792,6518,1521061565,1529440135
5A22000792,6525,1521061572,1524171323
5A22000792,6529,1521061580,1521061654
5A22000792,6530,1521061655,1524171028
5A22000792,6568,1521061887,1521061890
5A22000792,6492,1521061913,1523651271
5A22000792,6520,1521061975,1521667845
5A22000792,6519,1521062071,1524424338
5A22000792,6518,1521062078,1524345223
5A22000792,6558,1521062179,1521062576
5A22000792,6557,1521062585,1521667744
5A22000792,6556,1521063023,1524424222
5A22000792,6555,1521063617,1524424218
5A22000792,6554,1521063640,1521063687
5A22000792,6553,1521063689,1521063954
5A22000792,6552,1521063962,1521063968
5A22000792,6550,1521063970,1521063977
5A22000792,6548,1521063980,1529440023
5A22000792,6547,1521064000,1529440163
5A22000792,6546,1521064010,1521064019
5A22000792,6545,1521064021,1529440579
5A22000792,6544,1521064026,1521064029
5A22000792,6543,1521064030,1521064050
5A22000792,6542,1521064053,1521232909
5A22000792,6541,1521064059,1521064062
5A22000792,6540,1521064064,1527976737
5A22000792,6539,1521064073,1522704964
5A22000792,4263,1521064078,1521064082
5A22000792,1392,1521137795,1521137892
5A22000792,1393,1521139087,1521139289
5A22000792,4267,1521139978,1521140681
5A22000792,6550,1521140819,1521140987
5A22000792,4267,1521140991,1521141026
5A22000792,6532,1521141040,1529439742
5A22000792,6533,1521141389,1529439739
5A22000792,6530,1521141430,1521141432
5A22000792,6531,1521141433,1521141485
5A22000792,6534,1521141490,1524171135
5A22000792,6537,1521141957,1529439762
5A22000792,6536,1521141975,1529439733
5A22000792,6535,1521142204,1521142460
5A22000792,6538,1521142479,1529439758
5A22000792,6538,1521142605,1521142607
5A22000792,6464,1521142648,1529439746
5A22000792,6547,1521142717,1521142720
5A22000792,6546,1521142723,1521142725
5A22000792,6465,1521142728,1521142782
5A22000792,6466,1521142802,1521142853
5A22000792,6519,1521142867,1521142966
5A22000792,1472,1521205980,1521206045
5A22000792,1482,1521207291,1521207480
5A22000792,1485,1521207656,1521207747
5A22000792,4271,1521207799,1521207810
5A22000792,6551,1521208080,1521208141
5A22000792,4271,1521208148,1521208814
5A22000792,4271,1521209090,1521209687
5A22000792,6504,1521231919,1522095355
5A22000792,6527,1521232015,1529440983
5A22000792,6532,1521232277,1529439742
5A22000792,6540,1521232601,1527976737
5A22000792,6542,1521232903,1521232909
5A22000792,1472,1521233956,1521234023
5A22000792,1482,1521235541,1521235722
5A22000792,1485,1521236026,1521236118
5A22000792,4271,1521236186,1521236204
5A22000792,1487,1521301756,1521301835
5A22000792,1496,1521303296,1521303460
5A22000792,1500,1521303909,1521303993
5A22000792,1487,1521313064,1521313126
5A22000792,1501,1521369103,1521369196
5A22000792,1512,1521541221,1521541442
5A22000792,1515,1521541746,1521541805
5A22000792,1516,1521541812,1521541923
5A22000792,1526,1521665684,1521665880
5A22000792,1530,1521666151,1521666221
5A22000792,4302,1521667513,1521667532
5A22000792,6557,1521667741,1521667744
5A22000792,6520,1521667746,1521667845
5A22000792,6532,1521667915,1524345359
5A22000792,4302,1521668164,1521668810
5A22000792,4302,1521668878,0
5A22000792,1539,1521750995,1521751089
5A22000792,4307,1521752459,1521752466
5A22000792,4307,1521752638,1521753197
5A22000792,1576,1521838448,1521838555
5A22000792,1586,1521839717,1521839912
5A22000792,1590,1521840575,1521840643
5A22000792,4312,1521840799,0
5A22000792,1591,1521922191,1521922326
5A22000792,1602,1521923559,1521923814
5A22000792,1605,1521924002,1521924051
5A22000792,6532,1521924639,1529439742
5A22000792,6532,1521925382,1524345359
