tablet_serial,storybook_id,start_time,end_time
5A21000609,224,948478209,
5A21000609,318,948478299,
5A21000609,408,948478383,
5A21000609,408,948478444,
5A21000609,507,948478495,
5A21000609,504,948478503,
5A21000609,504,948478526,
5A21000609,501,948478541,
5A21000609,504,948478709,
5A21000609,504,948478719,
5A21000609,408,948504026,
5A21000609,316,948504079,
5A21000609,316,948504137,
5A21000609,406,948504207,
5A21000609,406,948504264,
5A21000609,328,948504285,
5A21000609,403,948504346,
5A21000609,408,948516063,
5A21000609,409,948516179,
5A21000609,405,948516275,
5A21000609,408,948516400,
5A21000609,410,948516405,
5A21000609,903,948516458,
5A21000609,905,948516488,
5A21000609,906,948516739,
5A21000609,902,948516772,
5A21000609,901,948516786,
5A21000609,907,948516842,
5A21000609,907,948516866,
5A21000609,410,948517320,
5A21000609,403,948517351,
5A21000609,109,948517366,
5A21000609,903,948517396,
5A21000609,904,948517460,
5A21000609,314,948518967,
5A21000609,209,948519078,
5A21000609,221,948519148,
5A21000609,218,949172392,
5A21000609,323,949172458,
5A21000609,316,949172466,
5A21000609,328,949172494,
5A21000609,326,949172503,
5A21000609,409,949178157,
5A21000609,409,949180705,
5A21000609,405,949180806,
5A21000609,410,949180937,
5A21000609,508,949188232,
5A21000609,504,949188263,
5A21000609,507,949188269,
5A21000609,222,949188994,
5A21000609,219,949189053,
5A21000609,102,949189141,
5A21000609,112,949189142,
5A21000609,220,949189163,
5A21000609,220,949189202,
5A21000609,221,949189265,
5A21000609,221,949189311,
5A21000609,207,949189346,
5A21000609,316,949189384,
5A21000609,321,949189464,
5A21000609,313,949189520,
5A21000609,313,949189530,
5A21000609,313,949189534,
5A21000609,502,949189591,
5A21000609,407,949189768,
5A21000609,411,949189870,
5A21000609,216,949190585,
5A21000609,209,949190603,
5A21000609,102,949190609,
5A21000609,223,949190644,
5A21000609,101,949190693,
5A21000609,208,949190728,
5A21000609,206,949190776,
5A21000609,216,949190843,
5A21000609,105,949190848,
5A21000609,112,949195993,
5A21000609,111,949196025,
5A21000609,101,949196058,
5A21000609,102,949196090,
5A21000609,209,949196122,
5A21000609,104,949196158,
5A21000609,105,949196189,
5A21000609,107,949196212,
5A21000609,109,949196243,
5A21000609,106,949196279,
5A21000609,108,949196319,
5A21000609,206,949196357,
5A21000609,208,949196440,
5A21000609,216,949196487,
5A21000609,223,949196536,
5A21000609,224,949196578,
5A21000609,209,949196618,
5A21000609,221,949196649,
5A21000609,201,949196694,
5A21000609,211,949196761,
5A21000609,219,949196809,
5A21000609,222,949196861,
5A21000609,204,949196896,
5A21000609,210,949196954,
5A21000609,213,949197288,
5A21000609,207,949197362,
5A21000609,212,949197389,
5A21000609,220,949197459,
5A21000609,202,949197504,
5A21000609,214,949197547,
5A21000609,218,949197626,
5A21000609,507,950235749,
5A21000609,223,950246808,
5A21000609,904,950323162,
5A21000609,901,950323811,
5A21000609,904,950323827,
5A21000609,907,950323845,
5A21000609,409,950380098,
5A21000609,502,950380180,
5A21000609,502,950380249,
5A21000609,307,950380470,
5A21000609,309,950380518,
5A21000609,507,950380555,
5A21000609,507,950383240,
5A21000609,316,950383560,
5A21000609,906,950383626,
